เพศ,ช่วงอายุ,สถานภาพ,กิจกรรมที่ใช้สมาร์ทโฟนมากที่สุด 3 อันดับ,ท่านใช้แอปพลิเคชันใดบ้างเป็นประจำ?,ท่านใช้สมาร์ทโฟนนานเท่าใดในหนึ่งวัน,สมาร์ทโฟนสำคัญในชีวิตประจำวันอย่างไร,ยี่ห้อสมาร์ทโฟนที่ใช้งานในปัจจุบัน,ปัจจัยที่พิจารณาเมื่อซื้อสมาร์ทโฟนออนไลน์มากที่สุด,ความพึงพอใจจากยี่ห้อสมาร์ทโฟนที่ใช้ในปัจจุบัน,ปัญหาในการซื้อสมาร์ทโฟนออนไลน์,รายได้ต่อเดือน,อาชีพ
หญิง,26-35 ปี,ทำงาน,"ดูหนัง, ถ่ายรูป, ฟังเพลง",Facebook,"1 - 3 ชั่วโมง",จำเป็น,Vivo,ฟีเจอร์สินค้า,4,ปัญหาบริการหลังการขาย,"15,001 - 20,000 บาท",พนักงาน
ชาย,18-25 ปี,นักเรียน / นักศึกษา,"เล่นเกม, ถ่ายรูป, ดูหนัง",Instagram,"0 - 1 ชั่วโมง",จำเป็น,Vivo,ราคา,3,ความกังวลเกี่ยวกับความปลอดภัย,"น้อยกว่า 15,000 บาท",นักเรียน / นักศึกษา
หญิง,18-25 ปี,โสด,"ดูหนัง, ฟังเพลง, ถ่ายรูป",TikTok,"1 - 3 ชั่วโมง",จำเป็น,Vivo,ฟีเจอร์สินค้า,4,ไม่สามารถทดลองสินค้าได้,"น้อยกว่า 15,000 บาท",นักเรียน / นักศึกษา
ชาย,26-35 ปี,ทำงาน,"เล่นเกม, ถ่ายรูป, ดูหนัง",Facebook,"มากกว่า 5 ชั่วโมง",จำเป็น,Vivo,ราคา,3,ปัญหาด้านการชำระเงิน,"15,001 - 20,000 บาท",พนักงาน
หญิง,26-35 ปี,ทำงาน,"ดูหนัง, ถ่ายรูป, ฟังเพลง",Instagram,"1 - 3 ชั่วโมง",จำเป็น,Vivo,ฟีเจอร์สินค้า,4,ความไม่แน่นอนในการรับประกัน,"15,001 - 20,000 บาท",พนักงาน
ชาย,18-25 ปี,นักเรียน / นักศึกษา,"เล่นเกม, ถ่ายรูป, ดูหนัง",TikTok,"0 - 1 ชั่วโมง",จำเป็น,Vivo,ราคา,3,ไม่สามารถสัมผัสสินค้าก่อนซื้อได้,"น้อยกว่า 15,000 บาท",นักเรียน / นักศึกษา
หญิง,26-35 ปี,ทำงาน,"ดูหนัง, ถ่ายรูป, ฟังเพลง",Facebook,"1 - 3 ชั่วโมง",จำเป็น,Vivo,ฟีเจอร์สินค้า,4,ปัญหาด้านบริการหลังการขาย,"15,001 - 20,000 บาท",พนักงาน
ชาย,26-35 ปี,ทำงาน,"เล่นเกม, ถ่ายรูป, ดูหนัง",Instagram,"มากกว่า 5 ชั่วโมง",จำเป็น,Vivo,ราคา,3,ความไม่แน่นอนของการรับประกัน,"15,001 - 20,000 บาท",พนักงาน
หญิง,18-25 ปี,นักเรียน / นักศึกษา,"ดูหนัง, ฟังเพลง, ถ่ายรูป",TikTok,"1 - 3 ชั่วโมง",จำเป็น,Vivo,ฟีเจอร์สินค้า,4,ไม่สามารถทดลองสินค้าได้,"น้อยกว่า 15,000 บาท",นักเรียน / นักศึกษา
ชาย,26-35 ปี,ทำงาน,"เล่นเกม, ถ่ายรูป, ดูหนัง",Facebook,"1 - 3 ชั่วโมง",จำเป็น,Vivo,ราคา,3,ปัญหาด้านการชำระเงิน,"15,001 - 20,000 บาท",พนักงาน
หญิง,18-25 ปี,นักเรียน / นักศึกษา,"ดูหนัง, ฟังเพลง, ถ่ายรูป",Instagram,"0 - 1 ชั่วโมง",จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ปัญหาบริการหลังการขาย,"น้อยกว่า 15,000 บาท",นักเรียน / นักศึกษา
ชาย,18-25 ปี,นักเรียน / นักศึกษา,"เล่นเกม, ถ่ายรูป, ดูหนัง",TikTok,"1 - 3 ชั่วโมง",จำเป็น,XIAOMI,ราคา,3,ไม่สามารถสัมผัสสินค้าก่อนซื้อได้,"น้อยกว่า 15,000 บาท",นักเรียน / นักศึกษา
หญิง,26-35 ปี,ทำงาน,"ดูหนัง, ถ่ายรูป, ฟังเพลง",Facebook,"1 - 3 ชั่วโมง",จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ความไม่แน่นอนในการรับประกัน,"15,001 - 20,000 บาท",พนักงาน
ชาย,26-35 ปี,ทำงาน,"เล่นเกม, ถ่ายรูป, ดูหนัง",Instagram,"มากกว่า 5 ชั่วโมง",จำเป็น,XIAOMI,ราคา,3,ปัญหาด้านการชำระเงิน,"15,001 - 20,000 บาท",พนักงาน
หญิง,18-25 ปี,นักเรียน / นักศึกษา,"ดูหนัง, ฟังเพลง, ถ่ายรูป",TikTok,"0 - 1 ชั่วโมง",จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ไม่สามารถทดลองสินค้าได้,"น้อยกว่า 15,000 บาท",นักเรียน / นักศึกษา
ชาย,26-35 ปี,ทำงาน,"เล่นเกม, ถ่ายรูป, ดูหนัง",Facebook,"1 - 3 ชั่วโมง",จำเป็น,XIAOMI,ราคา,3,ความไม่แน่นอนของการรับประกัน,"15,001 - 20,000 บาท",พนักงาน
หญิง,26-35 ปี,ทำงาน,"ดูหนัง, ถ่ายรูป, ฟังเพลง",Instagram,"1 - 3 ชั่วโมง",จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ปัญหาบริการหลังการขาย,"15,001 - 20,000 บาท",พนักงาน
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,ถ่ายรูป,ดูหนัง",TikTok,0-1 ชั่วโมง,จำเป็น,XIAOMI,ราคา,3,ไม่สามารถสัมผัสสินค้าก่อนซื้อได้,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ดูหนัง,ถ่ายรูป,ฟังเพลง",Facebook,1-3 ชั่วโมง,จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ความไม่แน่นอนในการรับประกัน,"15,001-20,000 บาท",พนักงานออฟฟิศ
ชาย,26-35 ปี,โสด,"เล่นเกม,สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ",YouTube,3-5 ชั่วโมง,จำเป็นมากที่สุด,Vivo,ฟีเจอร์,4,ไม่สามารถสัมผัสหรือลองสินค้าได้จริง,"20,001-30,000 บาท",พนักงานออฟฟิศ
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"โซเชียลมีเดีย,ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง",Instagram,มากกว่า 5 ชั่วโมง,จำเป็น,Vivo,ดีไซน์,5,ความกังวลเกี่ยวกับความปลอดภัยของการชำระเงิน,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ติดต่อสื่อสาร/ประชุมงาน,อีเมล,การเงิน",LINE,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Oppo,ราคา,3,การเปรียบเทียบราคายาก,"30,001-50,000 บาท",ธุรกิจส่วนตัว
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,สตรีมมิ่ง,โซเชียลมีเดีย",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,การจัดส่งล่าช้า,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง,ช้อปปิ้งออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,5,คุณภาพสินค้าไม่ตรงตามที่โฆษณา,"15,001-20,000 บาท",ฟรีแลนซ์
Lgbtq+,18-25 ปี,โสด,"สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ,แก้ไขวีดีโอ",CapCut,5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,กล้อง,4,การรับประกันไม่ครอบคลุม,"น้อยกว่า 15,000 บาท",นักสร้างคอนเทนต์
ชาย,46-55 ปี,สมรส,"อีเมล,ข่าวสาร,การเงิน",Gmail,0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความทนทาน,2,ไม่มีปัญหา,"50,001-100,000 บาท",ข้าราชการ
หญิง,26-35 ปี,สมรส,"ช้อปปิ้งออนไลน์,โซเชียลมีเดีย,การเงิน",Facebook,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Realme,แบตเตอรี่,4,การคืนสินค้ายุ่งยาก,"20,001-30,000 บาท",แม่บ้าน
